มัธยมศึกษาปีที่ (ปีการศึกษา 2563 - 2564),หอพัก,ในวันที่นอนที่หอพัก นักเรียนเข้านอนเมื่อเวลาประมาณเท่าไหร่ (หากเครื่องของท่านใช้ระบบเวลาไทย 00:00 คือเที่ยงคืน หากใช้ระบบที่แยก AM และ PM 12:00 AM คือเที่ยงคืน ),ในวันที่นอนที่หอพัก นักเรียนตื่นเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,อยากให้เริ่มเรียนเมื่อไหร่,อยากให้หอพักปลุกเมื่อไหร่,Hours Slept School Days,Hours Slept Weekends,Hours Slept Break,นักเรียนใช้เวลาในการเตรียมตัวลงหอประมาณกี่นาที,นักเรียนใช้เวลาในการรับประทานอาหารประมาณกี่นาที,คุณภาพการนอนเทียบกับที่บ้าน,นักเรียนรู้สึกง่วงในคาบเรียนส่วนใหญ่มากขนาดไหน  ,นักเรียนนอนหลับในคาบเรียนกี่คาบ,นักเรียนสามารถเรียนรู้ได้ขนาดไหน,นักเรียนรู้สึกเหนื่อยกับกิจกรรมหลังเลิกเรียนขนาดไหน เช่น การบ้าน โครงงาน กิจกรรมรุ่น จัดงานโรงเรียน,จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [1],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [2],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [3],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [4],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [5]
2,โกเมน,23:00,5:15,23:00,7:00,23:00,7:00,8:10,5:00,6.250,8.000,8.000,15-20 นาที,15-20 นาที,3,1,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
2,โกเมน,0:00,6:00,0:00,6:10,22:00,7:00,8:00,6:30,6.000,6.167,9.000,15-20 นาที,15-20 นาที,2,4,2,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน
2,บัวชมพู,23:30,5:15,22:00,6:30,22:30,8:00,9:00,6:00,5.750,8.500,9.500,30-40 นาที,10-15 นาที,1,3,3,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,23:30,5:30,23:00,5:00,23:30,8:00,8:50,6:00,6.000,6.000,8.500,40-50 นาที,20-25 นาที,2,1,1,3,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,นิลปัทม์,23:30,6:00,22:30,9:30,22:30,9:30,9:30,8:30,6.500,11.000,11.000,10-15 นาที,10-15 นาที,0,4,2,1,4,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,นิลปัทม์,22:30,5:15,21:30,6:00,23:00,7:00,8:50,5:30,6.750,8.500,8.000,30-40 นาที,15-20 นาที,2,1,0,2,3,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
2,นิลปัทม์,22:00,5:10,0:00,9:00,0:00,8:00,8:00,6:00,7.167,9.000,8.000,30-40 นาที,25-30 นาที,3,1,1,3,2,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,23:00,5:30,23:00,7:30,23:00,11:00,9:00,6:00,6.500,8.500,12.000,20-30 นาที,15-20 นาที,1,4,1,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
2,โกเมน,0:00,6:00,0:00,9:00,2:00,9:00,8:40,6:30,6.000,9.000,7.000,10-15 นาที,5-10 นาที,0,3,2,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,22:50,5:45,23:00,8:30,0:30,9:00,8:30,6:00,6.917,9.500,8.500,20-30 นาที,25-30 นาที,1,1,0,3,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
3,บัวชมพู,22:00,5:45,20:00,6:30,22:00,7:00,10:00,6:30,7.750,10.500,9.000,10-15 นาที,30-40 นาที,3,3,2,1,4,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
3,บุษกร,1:30,5:50,0:00,9:30,1:30,9:30,8:00,6:05,4.333,9.500,8.000,10-15 นาที,20-25 นาที,1,2,1,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน
3,บัวชมพู,0:00,5:00,1:30,9:00,22:00,8:45,8:30,6:00,5.000,7.500,10.750,มากกว่า 50 นาที,15-20 นาที,2,2,1,3,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
3,โกเมน,0:00,5:50,23:00,9:00,23:00,10:00,9:00,6:00,5.833,10.000,11.000,20-30 นาที,20-25 นาที,2,3,2,2,1,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,นิลปัทม์,0:00,5:10,22:00,7:00,22:00,8:00,9:00,6:00,5.167,9.000,10.000,40-50 นาที,15-20 นาที,2,3,0,2,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,โกเมน,23:30,5:45,23:00,8:45,0:00,8:00,8:30,6:45,6.250,9.750,8.000,10-15 นาที,10-15 นาที,1,4,4,1,4,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
3,บัวชมพู,21:30,5:45,22:30,8:30,22:00,8:30,8:30,5:50,8.250,10.000,10.500,15-20 นาที,25-30 นาที,2,3,2,3,0,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
3,โกเมน,23:30,5:45,21:30,8:30,22:00,7:00,8:30,5:30,6.250,11.000,9.000,20-30 นาที,15-20 นาที,1,1,1,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน
3,โกเมน,22:00,5:30,22:00,8:00,22:00,9:00,9:00,7:30,7.500,10.000,11.000,30-40 นาที,15-20 นาที,3,2,0,3,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
3,บัวชมพู,0:00,5:30,22:00,9:00,22:00,9:00,9:00,7:00,5.500,11.000,11.000,20-30 นาที,15-20 นาที,1,2,1,3,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน
3,บุษกร,0:30,5:30,23:00,7:00,0:00,8:00,8:20,6:00,5.000,8.000,8.000,10-15 นาที,5-10 นาที,3,2,0,3,4,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,บัวชมพู,0:00,5:30,11:00,10:00,22:00,9:00,9:00,6:30,5.500,23.000,11.000,30-40 นาที,15-20 นาที,2,2,1,3,2,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,โกเมน,23:00,5:30,0:00,9:00,0:00,8:00,8:30,5:45,6.500,9.000,8.000,15-20 นาที,15-20 นาที,2,3,2,3,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
3,บัวชมพู,23:50,5:15,23:50,6:30,1:00,7:00,9:00,6:30,5.417,6.667,6.000,40-50 นาที,15-20 นาที,2,2,1,3,3,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
3,โกเมน,23:30,6:10,22:30,8:00,22:30,8:00,9:00,6:45,6.667,9.500,9.500,10-15 นาที,15-20 นาที,2,2,2,2,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน
3,โกเมน,23:30,6:00,2:00,10:00,1:00,9:00,9:00,6:00,6.500,8.000,8.000,15-20 นาที,10-15 นาที,3,2,1,3,3,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
3,บุษกร,23:00,5:55,22:00,7:30,22:00,8:00,8:20,7:00,6.917,9.500,10.000,5-10 นาที,20-25 นาที,2,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
3,บุษกร,0:00,5:25,0:00,8:00,1:00,9:00,8:00,7:00,5.417,8.000,8.000,20-30 นาที,15-20 นาที,1,2,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
3,บัวชมพู,23:30,5:40,0:00,9:00,0:00,10:15,8:30,7:30,6.167,9.000,10.250,15-20 นาที,30-40 นาที,3,3,2,3,3,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,นิลปัทม์,22:00,5:10,21:00,7:00,22:00,6:30,7:30,5:30,7.167,10.000,8.500,15-20 นาที,25-30 นาที,1,1,1,3,1,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,นิลปัทม์,23:00,5:30,22:30,7:00,23:00,8:00,9:00,6:30,6.500,8.500,9.000,มากกว่า 50 นาที,10-15 นาที,1,2,2,3,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
3,บัวชมพู,23:00,5:35,23:00,5:35,22:30,7:15,8:10,7:00,6.583,6.583,8.750,10-15 นาที,10-15 นาที,2,3,3,3,3,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
3,นิลปัทม์,0:00,5:50,23:00,8:30,23:00,9:00,8:00,7:00,5.833,9.500,10.000,10-15 นาที,5-10 นาที,1,3,0,2,3,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,บัวชมพู,23:00,5:30,0:00,7:30,22:00,8:00,7:30,5:00,6.500,7.500,10.000,30-40 นาที,10-15 นาที,1,2,1,3,3,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,บัวชมพู,23:00,5:00,22:00,7:00,23:00,9:00,8:30,6:00,6.000,9.000,10.000,40-50 นาที,15-20 นาที,1,2,0,4,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,นิลปัทม์,0:30,5:00,22:40,8:30,3:00,16:00,8:30,6:00,4.500,9.833,13.000,10-15 นาที,5-10 นาที,0,1,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
3,บุษกร,0:00,6:05,2:00,10:00,3:00,11:00,8:30,6:30,6.083,8.000,8.000,10-15 นาที,25-30 นาที,2,4,3,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
3,บุษกร,0:00,5:20,1:00,9:00,2:00,8:00,9:00,6:30,5.333,8.000,6.000,20-30 นาที,10-15 นาที,2,3,2,4,3,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
3,นิลปัทม์,1:30,5:40,23:00,5:00,1:00,9:00,8:30,5:30,4.167,6.000,8.000,30-40 นาที,15-20 นาที,2,1,1,3,3,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
3,บุษกร,2:00,5:30,3:00,12:00,4:00,13:00,8:30,5:30,3.500,9.000,9.000,30-40 นาที,5-10 นาที,3,2,1,3,2,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
3,นิลปัทม์,0:00,5:00,1:00,10:30,2:00,13:00,8:30,6:00,5.000,9.500,11.000,40-50 นาที,25-30 นาที,2,1,0,3,2,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,โกเมน,0:30,6:30,2:00,11:30,2:00,8:00,8:50,6:30,6.000,9.500,6.000,15-20 นาที,5-10 นาที,0,2,1,2,1,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,23:30,5:30,23:00,10:00,1:00,11:00,8:50,6:00,6.000,11.000,10.000,40-50 นาที,30-40 นาที,1,2,1,2,3,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,โกเมน,0:00,5:00,2:00,14:00,3:00,9:00,8:30,5:30,5.000,12.000,6.000,30-40 นาที,20-25 นาที,2,2,0,3,2,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
4,บัวชมพู,0:30,5:45,23:00,8:00,0:00,8:00,9:00,7:30,5.250,9.000,8.000,20-30 นาที,15-20 นาที,1,3,2,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน
4,บุษกร,0:00,5:30,1:00,10:00,0:00,5:30,8:30,6:00,5.500,9.000,5.500,20-30 นาที,10-15 นาที,1,3,3,3,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บัวชมพู,0:30,5:40,22:00,9:00,23:00,10:00,8:00,6:30,5.167,11.000,11.000,15-20 นาที,20-25 นาที,1,4,3,1,1,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บัวชมพู,23:30,5:45,0:00,8:30,0:00,8:30,9:00,8:00,6.250,8.500,8.500,20-30 นาที,10-15 นาที,1,4,3,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,23:30,5:45,0:30,10:00,1:30,10:30,8:30,6:20,6.250,9.500,9.000,15-20 นาที,15-20 นาที,3,4,2,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บัวชมพู,0:40,5:50,0:00,10:00,3:00,11:30,8:30,6:00,5.167,10.000,8.500,15-20 นาที,25-30 นาที,2,2,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บุษกร,0:00,5:20,22:00,9:00,23:00,8:00,8:30,6:30,5.333,11.000,9.000,20-30 นาที,5-10 นาที,2,3,2,2,3,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
4,บุษกร,1:30,5:30,23:00,10:00,3:30,13:00,9:30,8:00,4.000,11.000,9.500,20-30 นาที,15-20 นาที,1,2,2,1,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,นิลปัทม์,23:00,4:00,20:00,6:00,22:30,7:00,8:30,5:00,5.000,10.000,8.500,20-30 นาที,5-10 นาที,1,1,0,3,2,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,23:00,5:40,22:30,8:00,22:30,7:00,8:30,6:00,6.667,9.500,8.500,20-30 นาที,15-20 นาที,2,3,0,2,3,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
4,นิลปัทม์,23:30,5:30,23:00,7:45,23:00,7:00,8:30,6:00,6.000,8.750,8.000,20-30 นาที,20-25 นาที,1,2,1,3,2,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,2:00,5:30,23:00,8:00,0:00,7:00,9:00,6:30,3.500,9.000,7.000,10-15 นาที,15-20 นาที,1,3,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,0:00,5:00,0:00,5:00,22:30,6:30,8:30,6:00,5.000,5.000,8.000,20-30 นาที,15-20 นาที,0,4,2,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,โกเมน,0:00,5:30,21:00,10:00,22:00,10:00,9:00,7:30,5.500,13.000,12.000,10-15 นาที,15-20 นาที,0,4,0,3,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บุษกร,0:00,5:30,0:00,6:00,23:00,7:00,9:00,6:00,5.500,6.000,8.000,15-20 นาที,10-15 นาที,2,1,0,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
4,บัวชมพู,0:00,5:40,22:30,7:00,22:30,7:45,9:00,6:30,5.667,8.500,9.250,30-40 นาที,30-40 นาที,2,3,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
4,บัวชมพู,22:00,5:30,23:00,5:00,22:00,5:00,9:00,6:00,7.500,6.000,7.000,40-50 นาที,25-30 นาที,3,2,1,2,4,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,23:30,5:45,22:30,8:30,0:00,10:00,9:00,7:00,6.250,10.000,10.000,15-20 นาที,15-20 นาที,1,3,1,2,3,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,นิลปัทม์,1:00,5:30,22:00,10:00,22:00,10:00,9:00,5:30,4.500,12.000,12.000,15-20 นาที,10-15 นาที,1,3,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน
4,นิลปัทม์,23:30,6:00,21:30,7:30,23:00,8:00,8:30,6:00,6.500,10.000,9.000,10-15 นาที,10-15 นาที,1,3,2,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
4,บัวชมพู,23:00,5:30,23:00,8:00,1:00,7:30,9:30,6:00,6.500,9.000,6.500,30-40 นาที,10-15 นาที,1,2,0,3,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น
4,โกเมน,23:00,6:10,23:00,8:00,23:00,8:00,9:00,7:00,7.167,9.000,9.000,15-20 นาที,15-20 นาที,1,3,3,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,เวลาตื่น
4,บุษกร,23:00,5:35,22:00,10:00,22:00,10:00,9:00,7:00,6.583,12.000,12.000,20-30 นาที,10-15 นาที,1,4,4,0,4,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,23:30,5:20,22:30,7:30,23:00,6:30,9:30,6:00,5.833,9.000,7.500,20-30 นาที,10-15 นาที,1,3,2,1,4,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บัวชมพู,23:00,5:30,22:30,8:00,22:30,8:00,8:50,6:00,6.500,9.500,9.500,มากกว่า 50 นาที,30-40 นาที,2,2,1,3,2,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ
4,บุษกร,0:30,5:30,0:00,7:00,23:00,8:00,8:00,6:00,5.000,7.000,9.000,20-30 นาที,15-20 นาที,2,3,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
