มัธยมศึกษาปีที่ (ปีการศึกษา 2563 - 2564),หอพัก,ในวันที่นอนที่หอพัก นักเรียนเข้านอนเมื่อเวลาประมาณเท่าไหร่ (หากเครื่องของท่านใช้ระบบเวลาไทย 00:00 คือเที่ยงคืน หากใช้ระบบที่แยก AM และ PM 12:00 AM คือเที่ยงคืน ),ในวันที่นอนที่หอพัก นักเรียนตื่นเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในวันศุกร์-เสาร์ ระหว่างเปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม เข้านอนเมื่อเวลาประมาณเท่าไหร่,ในช่วงปิดเทอม ตื่นเมื่อเวลาประมาณเท่าไหร่,อยากให้เริ่มเรียนเมื่อไหร่,อยากให้หอพักปลุกเมื่อไหร่,Hours Slept School Days,Hours Slept Weekends,Hours Slept Break,นักเรียนใช้เวลาในการเตรียมตัวลงหอประมาณกี่นาที,นักเรียนใช้เวลาในการรับประทานอาหารประมาณกี่นาที,คุณภาพการนอนเทียบกับที่บ้าน,นักเรียนรู้สึกง่วงในคาบเรียนส่วนใหญ่มากขนาดไหน  ,นักเรียนนอนหลับในคาบเรียนกี่คาบ,นักเรียนสามารถเรียนรู้ได้ขนาดไหน,นักเรียนรู้สึกเหนื่อยกับกิจกรรมหลังเลิกเรียนขนาดไหน เช่น การบ้าน โครงงาน กิจกรรมรุ่น จัดงานโรงเรียน,จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [1],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [2],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [3],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [4],จงเรียงลำดับปัจจัยที่ส่งผลต่อการนอนน้อย [5]
1,นิลปัทม์,,,0:00,8:30,23:30,7:30,10:30,9:00,,8.500,8.000,20-30 นาที,20-25 นาที,2,3,1,4,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน
1,นิลปัทม์,22:00,6:00,23:00,6:00,23:00,6:00,8:30,6:30,8.000,7.000,7.000,40-50 นาที,25-30 นาที,0,4,2,0,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
1,โกเมน,22:00,5:30,23:00,6:30,22:00,7:00,8:30,5:30,7.500,7.500,9.000,20-30 นาที,10-15 นาที,2,1,1,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน
1,นิลปัทม์,23:00,5:30,22:00,8:00,22:30,8:00,8:45,6:00,6.500,10.000,9.500,30-40 นาที,25-30 นาที,2,2,0,2,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
1,นิลปัทม์,0:00,5:15,2:00,11:10,1:00,8:30,9:30,6:15,5.250,9.167,7.500,30-40 นาที,5-10 นาที,2,3,1,4,1,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
1,บุษกร,22:00,5:30,22:00,8:00,22:00,8:15,9:30,9:00,7.500,10.000,10.250,10-15 นาที,15-20 นาที,1,2,2,3,4,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
1,นิลปัทม์,0:00,5:45,1:00,10:00,1:30,10:00,8:30,6:30,5.750,9.000,8.500,10-15 นาที,5-10 นาที,2,2,2,4,1,เวลาตื่น,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
1,นิลปัทม์,23:00,4:30,23:00,4:50,23:30,6:00,8:50,5:00,5.500,5.833,6.500,5-10 นาที,5-10 นาที,4,1,2,4,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น
1,นิลปัทม์,22:30,5:30,23:00,8:00,23:00,8:30,9:00,5:30,7.000,9.000,9.500,15-20 นาที,10-15 นาที,3,1,0,4,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
1,โกเมน,22:30,5:30,22:30,5:30,23:00,6:30,9:15,5:45,7.000,7.000,7.500,10-15 นาที,10-15 นาที,1,3,1,3,3,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
1,บุษกร,23:00,5:00,0:00,11:00,0:00,8:00,8:30,5:30,6.000,11.000,8.000,20-30 นาที,25-30 นาที,4,2,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
1,นิลปัทม์,22:30,5:30,21:00,8:30,21:00,8:30,9:00,6:15,7.000,11.500,11.500,15-20 นาที,10-15 นาที,1,4,0,2,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
1,โกเมน,22:30,5:30,22:00,9:00,23:00,10:00,9:00,6:00,7.000,11.000,11.000,30-40 นาที,15-20 นาที,3,2,2,1,3,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
1,โกเมน,0:00,5:30,23:00,6:00,23:00,6:00,8:00,5:00,5.500,7.000,7.000,5-10 นาที,5-10 นาที,3,2,1,4,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
2,นิลปัทม์,22:30,5:20,22:00,6:30,23:50,10:30,8:50,5:50,6.833,8.500,10.667,15-20 นาที,10-15 นาที,1,2,0,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น
2,นิลปัทม์,1:00,4:50,23:00,7:00,23:00,8:00,8:50,5:30,3.833,8.000,9.000,20-30 นาที,25-30 นาที,1,3,2,1,4,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,0:00,5:00,23:00,6:00,23:00,8:00,8:30,5:00,5.000,7.000,9.000,20-30 นาที,10-15 นาที,1,4,4,1,2,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,0:30,5:30,0:00,9:00,2:30,8:30,8:30,5:45,5.000,9.000,6.000,30-40 นาที,15-20 นาที,3,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
2,บัวชมพู,22:30,5:40,23:00,10:00,0:30,10:00,9:00,6:00,7.167,11.000,9.500,15-20 นาที,10-15 นาที,1,1,0,2,2,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน
2,บัวชมพู,23:30,5:30,23:00,7:00,23:00,7:20,9:00,6:00,6.000,8.000,8.333,20-30 นาที,10-15 นาที,2,2,2,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,นิลปัทม์,23:30,5:20,22:00,7:30,23:00,8:20,8:00,5:00,5.833,9.500,9.333,40-50 นาที,30-40 นาที,2,2,1,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
2,บุษกร,0:30,5:45,22:30,8:10,22:30,8:10,8:30,6:00,5.250,9.667,9.667,15-20 นาที,20-25 นาที,2,3,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน
2,บัวชมพู,0:30,5:30,22:00,7:00,22:30,8:00,8:30,6:30,5.000,9.000,9.500,30-40 นาที,15-20 นาที,2,4,2,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,บัวชมพู,0:30,5:50,21:30,6:30,23:00,7:30,8:00,6:10,5.333,9.000,8.500,15-20 นาที,15-20 นาที,2,2,0,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,โกเมน,23:30,5:20,22:00,6:00,22:00,6:00,8:30,5:30,5.833,8.000,8.000,30-40 นาที,20-25 นาที,2,1,0,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น
2,บุษกร,23:00,5:25,21:30,7:30,21:00,6:30,8:00,6:00,6.417,10.000,9.500,20-30 นาที,15-20 นาที,0,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,บัวชมพู,3:00,5:30,2:00,8:00,2:00,9:00,8:30,6:00,2.500,6.000,7.000,20-30 นาที,10-15 นาที,1,3,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,บัวชมพู,3:00,5:00,0:00,12:00,2:00,8:00,9:00,6:30,2.000,12.000,6.000,15-20 นาที,10-15 นาที,1,2,1,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,22:30,5:30,20:30,7:30,21:30,8:30,8:00,6:00,7.000,11.000,11.000,15-20 นาที,10-15 นาที,1,3,2,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
2,บัวชมพู,2:15,5:45,1:00,13:30,4:30,10:50,9:30,6:30,3.500,12.500,6.333,15-20 นาที,20-25 นาที,2,2,3,3,3,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน
2,บัวชมพู,23:30,5:30,0:00,8:30,1:30,8:25,8:30,6:00,6.000,8.500,6.917,30-40 นาที,15-20 นาที,1,2,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
2,โกเมน,21:30,5:00,22:00,6:00,22:00,6:00,10:00,4:00,7.500,8.000,8.000,30-40 นาที,30-40 นาที,4,1,0,2,4,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น
2,บุษกร,22:30,5:30,23:00,7:30,22:30,8:00,8:30,7:15,7.000,8.500,9.500,30-40 นาที,25-30 นาที,2,1,1,3,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
2,นิลปัทม์,22:00,5:30,22:00,5:30,23:00,11:00,10:00,7:00,7.500,7.500,12.000,10-15 นาที,15-20 นาที,2,4,2,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,บุษกร,22:00,5:30,22:00,9:30,22:00,7:10,9:00,6:15,7.500,11.500,9.167,30-40 นาที,20-25 นาที,2,3,1,1,3,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บัวชมพู,22:30,5:00,22:30,10:00,23:00,10:00,8:30,7:00,6.500,11.500,11.000,30-40 นาที,15-20 นาที,1,1,0,3,2,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
2,โกเมน,0:00,5:30,23:00,5:30,0:00,8:00,9:00,5:30,5.500,6.500,8.000,20-30 นาที,20-25 นาที,2,3,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,23:50,5:30,0:30,10:00,0:30,6:30,9:00,5:20,5.667,9.500,6.000,20-30 นาที,10-15 นาที,3,1,0,3,3,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,0:00,5:30,22:30,7:30,22:30,6:30,9:00,5:30,5.500,9.000,8.000,40-50 นาที,20-25 นาที,2,2,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
2,บัวชมพู,0:00,5:30,22:00,6:30,1:30,7:00,9:00,5:30,5.500,8.500,5.500,5-10 นาที,15-20 นาที,2,3,2,1,2,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,0:00,5:15,0:00,10:00,1:00,10:00,8:00,5:00,5.250,10.000,9.000,40-50 นาที,20-25 นาที,0,2,1,2,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
2,โกเมน,23:00,6:00,22:00,10:00,23:00,8:30,8:45,6:30,7.000,12.000,9.500,15-20 นาที,10-15 นาที,2,3,2,3,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
2,โกเมน,0:00,5:30,23:00,6:00,23:00,6:30,9:00,6:00,5.500,7.000,7.500,10-15 นาที,20-25 นาที,2,3,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,บุษกร,23:30,5:45,21:40,8:30,22:30,9:00,9:00,6:30,6.250,10.833,10.500,40-50 นาที,30-40 นาที,0,4,4,0,3,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,บัวชมพู,2:00,5:30,0:30,10:00,2:00,10:00,8:30,6:00,3.500,9.500,8.000,30-40 นาที,25-30 นาที,2,3,0,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,บุษกร,22:30,5:40,22:00,10:00,22:00,12:00,8:30,7:00,7.167,12.000,14.000,10-15 นาที,25-30 นาที,2,2,1,3,3,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,22:30,5:30,21:30,10:00,23:30,10:00,8:30,5:45,7.000,12.500,10.500,20-30 นาที,20-25 นาที,1,3,3,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,บุษกร,23:30,5:30,0:30,7:00,2:30,10:00,9:00,6:30,6.000,6.500,7.500,20-30 นาที,25-30 นาที,2,3,2,3,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บัวชมพู,1:00,5:30,23:00,8:00,23:30,10:00,9:00,5:50,4.500,9.000,10.500,15-20 นาที,15-20 นาที,1,4,1,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
2,นิลปัทม์,23:20,4:50,0:00,6:00,1:00,10:00,9:00,5:00,5.500,6.000,9.000,15-20 นาที,25-30 นาที,2,2,0,3,3,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,23:00,5:20,23:00,5:20,0:00,7:20,8:30,7:00,6.333,6.333,7.333,20-30 นาที,10-15 นาที,2,0,0,3,2,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,2:00,5:20,3:00,10:00,3:00,7:00,8:30,6:00,3.333,7.000,4.000,40-50 นาที,25-30 นาที,3,2,1,2,3,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,นิลปัทม์,,,1:00,9:00,2:30,8:00,9:30,7:30,,8.000,5.500,20-30 นาที,15-20 นาที,1,4,3,1,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,0:30,5:45,23:30,13:00,0:30,14:00,8:30,7:00,5.250,13.500,13.500,15-20 นาที,20-25 นาที,1,2,0,2,3,เวลาตื่น,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
2,บัวชมพู,22:30,6:00,22:30,8:00,23:00,7:00,7:00,5:30,7.500,9.500,8.000,5-10 นาที,15-20 นาที,1,2,2,1,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น
2,นิลปัทม์,22:30,5:00,22:00,5:30,21:50,6:50,8:30,6:30,6.500,7.500,9.000,มากกว่า 50 นาที,20-25 นาที,0,1,1,4,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน
2,โกเมน,23:00,6:00,23:30,7:00,0:00,8:00,9:00,6:30,7.000,7.500,8.000,15-20 นาที,10-15 นาที,3,3,2,3,3,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
2,โกเมน,23:00,5:30,0:00,8:30,0:00,8:30,8:30,5:00,6.500,8.500,8.500,20-30 นาที,20-25 นาที,2,2,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,23:00,5:30,23:00,5:30,22:00,5:30,10:00,5:00,6.500,6.500,7.500,30-40 นาที,30-40 นาที,2,2,1,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,23:00,6:30,23:00,8:30,23:00,8:30,9:00,7:30,7.500,9.500,9.500,15-20 นาที,10-15 นาที,2,2,1,3,3,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,นิลปัทม์,23:00,5:00,21:00,6:30,22:00,6:30,8:30,6:00,6.000,9.500,8.500,30-40 นาที,มากกว่า 40 นาที,2,3,1,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,23:30,5:45,22:00,11:00,22:08,10:00,8:00,5:45,6.250,13.000,11.867,15-20 นาที,30-40 นาที,2,3,1,2,2,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,22:30,5:45,22:15,7:30,22:30,7:00,8:00,6:00,7.250,9.250,8.500,20-30 นาที,10-15 นาที,3,2,2,2,2,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,โกเมน,23:00,6:00,22:30,8:30,22:30,6:30,9:00,6:30,7.000,10.000,8.000,30-40 นาที,25-30 นาที,2,3,0,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,เวลาตื่น,เพื่อน,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,บุษกร,22:00,5:40,22:00,5:30,21:45,5:00,8:30,5:30,7.667,7.500,7.250,40-50 นาที,25-30 นาที,2,1,1,2,2,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน
2,นิลปัทม์,22:00,5:00,0:00,5:00,0:00,7:00,8:30,5:30,7.000,5.000,7.000,30-40 นาที,15-20 นาที,4,3,2,3,3,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เวลาตื่น,เพื่อน,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน
2,โกเมน,22:30,5:30,23:59,8:00,23:00,6:00,8:30,5:00,7.000,8.017,7.000,20-30 นาที,10-15 นาที,3,2,0,3,1,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
2,โกเมน,22:30,6:30,23:00,8:00,23:00,10:00,9:00,6:30,8.000,9.000,11.000,30-40 นาที,15-20 นาที,3,1,0,3,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน
2,โกเมน,0:30,5:30,0:30,5:20,1:00,8:00,8:30,4:50,5.000,4.833,7.000,20-30 นาที,10-15 นาที,2,2,2,3,2,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ,เพื่อน,เวลาตื่น,กิจกรรมโรงเรียน งานโรงเรียน,การบ้าน โครงงาน งานวิชาการอื่นๆ
2,บุษกร,22:00,5:30,22:00,5:45,21:00,6:00,8:45,5:00,7.500,7.750,9.000,15-20 นาที,25-30 นาที,1,3,2,2,3,การบ้าน โครงงาน งานวิชาการอื่นๆ,กิจกรรมโรงเรียน งานโรงเรียน,เวลาตื่น,เพื่อน,โทรศัพท์/อุปกรณ์อิเล็กทรอนิกส์อื่นๆ
